Industry Group,Symbol,Company Name,Date,Open,High,Low,Close,Change,% Change,Volume Traded,Value Traded (SAR),No. of Trades
Banks,1120,Al Rajhi Bank,30/03/2017,41.46,41.79,41.30,41.52,0.25,0.61,3595999,149249656.25,1391,
Banks,1120,Al Rajhi Bank,02/04/2017,41.62,41.79,41.14,41.24,-0.28,-0.67,2032257,84027643.5,807,
Banks,1120,Al Rajhi Bank,03/04/2017,41.14,41.46,40.97,40.99,-0.25,-0.61,2403682,98930735.75,974,
Banks,1120,Al Rajhi Bank,04/04/2017,40.97,41.30,40.81,41.04,0.05,0.12,2340066,96025772,949,
Banks,1120,Al Rajhi Bank,05/04/2017,40.97,41.62,40.97,41.37,0.33,0.80,4007765,165748730,1047,
Banks,1120,Al Rajhi Bank,06/04/2017,41.46,41.62,41.30,41.48,0.11,0.27,3583858,148324185.25,1092,
Banks,1120,Al Rajhi Bank,09/04/2017,41.62,41.95,41.46,41.59,0.11,0.27,2146210,89484407.25,960,
Banks,1120,Al Rajhi Bank,10/04/2017,41.62,42.27,41.62,41.97,0.38,0.91,2939651,123293861.75,1054,
Banks,1120,Al Rajhi Bank,11/04/2017,42.11,42.44,42.11,42.22,0.25,0.60,1867205,78882758.5,896,
Banks,1120,Al Rajhi Bank,12/04/2017,42.27,43.09,42.27,42.83,0.61,1.44,2766545,118424048.25,1059,
Banks,1120,Al Rajhi Bank,13/04/2017,42.92,43.57,42.60,42.77,-0.06,-0.14,3328301,143533128.5,1158,
Banks,1120,Al Rajhi Bank,16/04/2017,42.44,42.44,41.62,41.92,-0.85,-1.99,4702293,197304623.5,1482,
Banks,1120,Al Rajhi Bank,17/04/2017,42.27,42.44,41.79,41.95,0.03,0.07,2561462,107819015,931,
Banks,1120,Al Rajhi Bank,18/04/2017,42.11,42.11,41.30,41.34,-0.61,-1.45,2549691,106251437.25,1020,
Banks,1120,Al Rajhi Bank,19/04/2017,41.62,41.62,41.30,41.45,0.11,0.27,2463480,102059450.5,853,
Banks,1120,Al Rajhi Bank,20/04/2017,41.46,41.62,41.14,41.38,-0.07,-0.17,2053013,84982980.25,1138,
Banks,1120,Al Rajhi Bank,23/04/2017,42.27,42.27,40.97,41.14,-0.24,-0.58,4549466,189522506.25,985,
Banks,1120,Al Rajhi Bank,24/04/2017,41.30,41.30,40.81,41.11,-0.03,-0.07,1969862,80905527.5,851,
Banks,1120,Al Rajhi Bank,25/04/2017,40.97,41.14,40.32,40.52,-0.59,-1.44,2516616,102927128.25,1347,
Banks,1120,Al Rajhi Bank,26/04/2017,40.49,41.14,40.49,40.91,0.39,0.96,1991739,81474271.25,1038,
Banks,1120,Al Rajhi Bank,27/04/2017,41.14,41.14,40.81,41.04,0.13,0.32,1896593,77783642.75,1092,
Banks,1120,Al Rajhi Bank,30/04/2017,41.14,41.30,40.97,41.02,-0.02,-0.05,1937731,79756763,783,
Banks,1120,Al Rajhi Bank,01/05/2017,41.14,41.46,40.81,40.97,-0.05,-0.12,4821665,198204709.25,1224,
Banks,1120,Al Rajhi Bank,02/05/2017,40.81,41.30,40.81,40.96,-0.01,-0.02,2726675,111838880,967,
Banks,1120,Al Rajhi Bank,03/05/2017,40.97,41.14,40.81,40.84,-0.12,-0.29,1217163,49799962.75,778,
Banks,1120,Al Rajhi Bank,04/05/2017,40.97,40.97,40.49,40.55,-0.29,-0.71,2200100,89737169.75,1099,
Banks,1120,Al Rajhi Bank,07/05/2017,40.32,40.65,40.32,40.37,-0.18,-0.44,1895034,76650764.25,909,
Banks,1120,Al Rajhi Bank,08/05/2017,40.49,40.65,40.16,40.34,-0.03,-0.07,2149517,86863875.75,998,
Banks,1120,Al Rajhi Bank,09/05/2017,40.49,41.30,40.32,41.04,0.70,1.74,2776404,113229604.25,1052,
Banks,1120,Al Rajhi Bank,10/05/2017,40.97,41.30,40.81,41.03,-0.01,-0.02,2157883,88608492.25,859,
Banks,1120,Al Rajhi Bank,11/05/2017,40.97,41.14,40.65,40.73,-0.30,-0.73,2304646,94460892.5,983,
Banks,1120,Al Rajhi Bank,14/05/2017,40.81,40.97,40.32,40.49,-0.24,-0.59,2285135,93064768.25,741,
Banks,1120,Al Rajhi Bank,15/05/2017,40.32,40.65,40.16,40.34,-0.15,-0.37,4766060,192571418.5,1320,
Banks,1120,Al Rajhi Bank,16/05/2017,40.49,40.97,40.32,40.82,0.48,1.19,4297693,174691989.75,1185,
Banks,1120,Al Rajhi Bank,17/05/2017,40.97,40.97,40.49,40.56,-0.26,-0.64,3525891,143577550,1120,
Banks,1120,Al Rajhi Bank,18/05/2017,40.49,40.81,40.32,40.49,-0.07,-0.17,5096896,207046139.5,986,
Banks,1120,Al Rajhi Bank,21/05/2017,40.65,40.97,40.65,40.73,0.24,0.59,2528000,103340419.5,893,
Banks,1120,Al Rajhi Bank,22/05/2017,40.97,40.97,40.81,40.95,0.22,0.54,1643871,67258486.25,722,
Banks,1120,Al Rajhi Bank,23/05/2017,40.81,40.97,40.49,40.67,-0.28,-0.68,3314068,134933044.5,934,
Banks,1120,Al Rajhi Bank,24/05/2017,40.65,40.81,40.32,40.39,-0.28,-0.69,3331709,135305831,812,
Banks,1120,Al Rajhi Bank,25/05/2017,40.65,40.97,40.49,40.51,0.12,0.30,5638553,230067703.5,1415,
Banks,1120,Al Rajhi Bank,28/05/2017,40.65,40.81,40.49,40.56,0.05,0.12,3444535,140088000.75,1213,
Banks,1120,Al Rajhi Bank,29/05/2017,40.49,40.65,40.16,40.32,-0.24,-0.59,4821522,194513836.25,1792,
Banks,1120,Al Rajhi Bank,30/05/2017,40.32,40.65,40.16,40.24,-0.08,-0.20,3468809,140110337,1216,
Banks,1120,Al Rajhi Bank,31/05/2017,40.32,40.81,40.16,40.49,0.25,0.62,4561850,184814925.25,1249,
Banks,1120,Al Rajhi Bank,01/06/2017,40.32,40.81,40.32,40.56,0.07,0.17,4060617,164978072,1201,
Banks,1120,Al Rajhi Bank,04/06/2017,40.65,40.65,40.19,40.58,0.02,0.05,4298298,173871880.5,1100,
Banks,1120,Al Rajhi Bank,05/06/2017,40.52,41.23,40.32,40.95,0.37,0.91,6112716,248171501.3,1409,
Banks,1120,Al Rajhi Bank,06/06/2017,40.91,41.62,40.78,41.17,0.22,0.54,5515293,227696778,1549,
Banks,1120,Al Rajhi Bank,07/06/2017,41.10,41.49,40.97,41.36,0.19,0.46,4235616,174900875.7,1456,
Banks,1120,Al Rajhi Bank,08/06/2017,41.23,41.43,40.39,40.50,-0.86,-2.08,4809424,196965672.1,1324,
Banks,1120,Al Rajhi Bank,11/06/2017,40.52,40.65,40.19,40.32,-0.18,-0.44,3829928,154800348.2,1162,
Banks,1120,Al Rajhi Bank,12/06/2017,40.45,40.52,40.13,40.23,-0.09,-0.22,3449307,139032699.7,1252,
Banks,1120,Al Rajhi Bank,13/06/2017,40.26,40.39,40.06,40.34,0.11,0.27,4219613,169779938.4,1351,
Banks,1120,Al Rajhi Bank,14/06/2017,40.32,40.52,40.26,40.36,0.02,0.05,4764500,192376240.5,1152,
Banks,1120,Al Rajhi Bank,15/06/2017,40.39,40.45,39.80,39.94,-0.42,-1.04,4045719,162869487,1389,
Banks,1120,Al Rajhi Bank,18/06/2017,39.93,40.45,39.67,40.37,0.43,1.08,3547563,141947477.9,1245,
Banks,1120,Al Rajhi Bank,19/06/2017,40.45,42.53,40.45,42.42,2.05,5.08,27036220,1088659329,2484,
Banks,1120,Al Rajhi Bank,20/06/2017,42.40,42.66,41.36,41.64,-0.78,-1.84,7416491,311517197,1991,
Banks,1120,Al Rajhi Bank,21/06/2017,41.88,45.79,41.88,45.32,3.68,8.84,23160191,1013822064.7,2983,
Banks,1120,Al Rajhi Bank,22/06/2017,44.88,46.11,44.88,45.36,0.04,0.09,17970768,821681076,2919,
Banks,1120,Al Rajhi Bank,02/07/2017,44.55,46.63,43.96,44.93,-0.43,-0.95,6309688,284294327.2,1934,
Banks,1120,Al Rajhi Bank,03/07/2017,44.88,45.14,43.51,44.61,-0.32,-0.71,7111417,315555262.9,2457,
Banks,1120,Al Rajhi Bank,04/07/2017,44.61,44.68,42.79,43.05,-1.56,-3.50,4927493,215145986.1,2190,
Banks,1120,Al Rajhi Bank,05/07/2017,42.86,43.12,42.60,42.64,-0.41,-0.95,4030929,172713749.6,1391,
Banks,1120,Al Rajhi Bank,06/07/2017,42.73,42.92,42.08,42.23,-0.41,-0.96,4368108,185600670,1502,
Banks,1120,Al Rajhi Bank,09/07/2017,42.21,42.27,41.69,41.71,-0.52,-1.23,2466453,103853853.5,1123,
Banks,1120,Al Rajhi Bank,10/07/2017,41.62,42.40,41.62,41.91,0.20,0.48,5527123,232845040.8,1704,
Banks,1120,Al Rajhi Bank,11/07/2017,41.95,42.27,41.95,42.22,0.31,0.74,3476981,146748656.6,1510,
Banks,1120,Al Rajhi Bank,12/07/2017,42.40,42.79,42.40,42.48,0.26,0.62,4080943,173836376.1,1456,
Banks,1120,Al Rajhi Bank,13/07/2017,43.90,44.16,42.99,43.05,0.57,1.34,20117565,867526142.8,2282,
Banks,1120,Al Rajhi Bank,16/07/2017,43.12,43.44,43.05,43.23,0.18,0.42,3607074,156040820,1369,
Banks,1120,Al Rajhi Bank,17/07/2017,43.25,43.25,42.79,42.84,-0.39,-0.90,3962460,170401518.1,1557,
Banks,1120,Al Rajhi Bank,18/07/2017,42.92,43.12,42.60,42.63,-0.21,-0.49,4380366,187668204.3,1619,
Banks,1120,Al Rajhi Bank,19/07/2017,42.01,42.14,41.56,41.95,-0.68,-1.60,4976913,208211139.2,1754,
Banks,1120,Al Rajhi Bank,20/07/2017,41.95,42.21,41.56,41.62,-0.33,-0.79,4240001,177456654.4,1506,
Banks,1120,Al Rajhi Bank,23/07/2017,41.62,41.69,41.23,41.30,-0.32,-0.77,4251175,176372323.8,1744,
Banks,1120,Al Rajhi Bank,24/07/2017,41.30,41.69,41.23,41.56,0.26,0.63,5623933,233327056.9,1865,
Banks,1120,Al Rajhi Bank,25/07/2017,41.75,41.95,41.17,41.32,-0.24,-0.58,4348024,180034550.4,1836,
Banks,1120,Al Rajhi Bank,26/07/2017,41.43,41.56,40.84,40.95,-0.37,-0.90,3322558,136762410.2,1496,
Banks,1120,Al Rajhi Bank,27/07/2017,40.97,40.97,40.19,40.74,-0.21,-0.51,5828476,236263360.8,2244,
Banks,1120,Al Rajhi Bank,30/07/2017,40.71,41.04,40.32,40.44,-0.30,-0.74,5280268,214420606.4,2033,
Banks,1120,Al Rajhi Bank,31/07/2017,40.52,40.65,40.19,40.30,-0.14,-0.35,5024523,203209433.7,1949,
Banks,1120,Al Rajhi Bank,01/08/2017,40.39,40.65,40.26,40.34,0.04,0.10,5905725,238913314.4,2233,
Banks,1120,Al Rajhi Bank,02/08/2017,40.39,40.58,40.13,40.46,0.12,0.30,3738067,150605335,1694,
Banks,1120,Al Rajhi Bank,03/08/2017,40.45,40.78,40.19,40.24,-0.22,-0.54,5575141,225043657.9,2006,
Banks,1120,Al Rajhi Bank,06/08/2017,40.32,40.52,40.19,40.26,0.02,0.05,3236387,130656833.5,1431,
Banks,1120,Al Rajhi Bank,07/08/2017,40.26,40.97,40.26,40.83,0.57,1.42,6175486,251199409.8,2177,
Banks,1120,Al Rajhi Bank,08/08/2017,40.97,41.30,40.91,41.17,0.34,0.83,4130161,170095988.4,1569,
Banks,1120,Al Rajhi Bank,09/08/2017,41.30,41.82,40.84,40.98,-0.19,-0.46,4496265,186567150.2,2034,
Banks,1120,Al Rajhi Bank,10/08/2017,40.91,41.62,40.91,41.19,0.21,0.51,3310004,136829424,1635,
Banks,1120,Al Rajhi Bank,13/08/2017,41.30,41.36,40.71,40.81,-0.38,-0.92,4053432,166136193.2,1990,
Banks,1120,Al Rajhi Bank,14/08/2017,40.84,40.97,40.39,40.65,-0.16,-0.39,3924913,159727977.1,1354,
Banks,1120,Al Rajhi Bank,15/08/2017,40.65,40.91,40.65,40.69,0.04,0.10,3070275,125165788.5,1468,
Banks,1120,Al Rajhi Bank,16/08/2017,40.71,40.97,40.65,40.88,0.19,0.47,3923772,160010000.1,1348,
Banks,1120,Al Rajhi Bank,17/08/2017,40.84,41.36,40.84,41.31,0.43,1.05,4150541,171317442.4,1714,
Banks,1120,Al Rajhi Bank,20/08/2017,41.49,42.01,41.43,41.66,0.35,0.85,3327288,139162957.8,1592,
Banks,1120,Al Rajhi Bank,21/08/2017,41.75,42.01,41.62,41.84,0.18,0.43,3245648,135722297.5,1515,
Banks,1120,Al Rajhi Bank,22/08/2017,41.82,42.86,41.82,42.64,0.80,1.91,5667317,239618733.2,2265,
Banks,1120,Al Rajhi Bank,23/08/2017,42.92,43.77,42.92,43.29,0.65,1.52,6742877,292859486.5,2527,
Banks,1120,Al Rajhi Bank,24/08/2017,43.44,43.64,42.99,43.16,-0.13,-0.30,3255437,141086292.8,1412,
Banks,1120,Al Rajhi Bank,27/08/2017,43.18,43.51,42.92,42.97,-0.19,-0.44,2155847,93222093.2,1121,
Banks,1120,Al Rajhi Bank,28/08/2017,42.99,43.51,42.99,43.45,0.48,1.12,3827594,166036736.3,1523,
Banks,1120,Al Rajhi Bank,29/08/2017,43.38,43.64,43.12,43.31,-0.14,-0.32,3292012,142926323.2,1135,
Banks,1120,Al Rajhi Bank,06/09/2017,43.51,44.03,43.51,43.94,0.63,1.45,3520958,154224644,1341,
Banks,1120,Al Rajhi Bank,07/09/2017,43.05,44.09,43.05,44.01,0.07,0.16,2713902,119037227.4,1137,
Banks,1120,Al Rajhi Bank,10/09/2017,43.90,44.09,43.51,43.74,-0.27,-0.61,2797743,122499900.7,1068,
Banks,1120,Al Rajhi Bank,11/09/2017,43.77,44.16,43.57,44.11,0.37,0.85,3324703,143682399.9,1288,
Banks,1120,Al Rajhi Bank,12/09/2017,44.03,44.48,44.03,44.41,0.30,0.68,3384471,149901806.7,1447,
Banks,1120,Al Rajhi Bank,13/09/2017,44.35,44.88,44.16,44.71,0.30,0.68,3304396,147191542.1,1362,
Banks,1120,Al Rajhi Bank,14/09/2017,44.68,44.88,44.42,44.61,-0.10,-0.22,2445227,109192259.9,1138,
Banks,1120,Al Rajhi Bank,17/09/2017,44.81,45.14,44.81,45.08,0.47,1.05,1989642,89532187.1,887,
Banks,1120,Al Rajhi Bank,18/09/2017,45.14,45.27,44.94,45.02,-0.06,-0.13,2489682,112393438.8,1123,
Banks,1120,Al Rajhi Bank,19/09/2017,44.94,45.20,44.42,44.67,-0.35,-0.78,5888216,263788610.6,1594,
Banks,1120,Al Rajhi Bank,20/09/2017,44.75,44.75,43.51,43.96,-0.71,-1.59,5019938,220869848.2,1734,
Banks,1120,Al Rajhi Bank,21/09/2017,44.03,44.35,43.96,44.15,0.19,0.43,2180020,96252848.8,1005,
Banks,1120,Al Rajhi Bank,25/09/2017,44.22,44.22,42.86,42.94,-1.21,-2.74,5116322,221617047.3,2228,
Banks,1120,Al Rajhi Bank,26/09/2017,42.99,43.38,42.79,42.90,-0.04,-0.09,18111598,791457209.1,1788,
Banks,1120,Al Rajhi Bank,27/09/2017,43.05,43.12,42.14,42.60,-0.30,-0.70,7070984,301171182.5,2091,
Banks,1120,Al Rajhi Bank,28/09/2017,42.79,42.99,42.47,42.87,0.27,0.63,5111813,218460534.4,1919,
Banks,1120,Al Rajhi Bank,01/10/2017,42.34,42.79,42.14,42.72,-0.15,-0.35,24780371,1085773374,1811,
Banks,1120,Al Rajhi Bank,02/10/2017,42.79,42.79,42.40,42.63,-0.09,-0.21,3615491,152678195.5,1655,
Banks,1120,Al Rajhi Bank,03/10/2017,42.66,43.25,42.60,42.96,0.33,0.77,4091192,175617476.1,1796,
Banks,1120,Al Rajhi Bank,04/10/2017,42.99,43.96,42.99,43.40,0.44,1.02,4670714,202536141,1922,
Banks,1120,Al Rajhi Bank,05/10/2017,43.44,43.57,42.79,43.12,-0.28,-0.65,5009052,215215658.8,1652,
Banks,1120,Al Rajhi Bank,08/10/2017,43.12,43.12,42.34,42.42,-0.70,-1.62,3619669,154758464.8,1499,
Banks,1120,Al Rajhi Bank,09/10/2017,42.34,42.53,41.75,42.12,-0.30,-0.71,11177280,467831042.8,2227,
Banks,1120,Al Rajhi Bank,10/10/2017,42.01,42.27,41.49,41.62,-0.50,-1.19,4390711,184435911.2,1607,
Banks,1120,Al Rajhi Bank,11/10/2017,41.69,41.82,40.78,41.09,-0.53,-1.27,9504974,391859101.5,2371,
Banks,1120,Al Rajhi Bank,12/10/2017,41.10,41.49,40.84,41.39,0.30,0.73,61894829,2640950169.4,2281,
Banks,1120,Al Rajhi Bank,15/10/2017,41.43,41.49,40.91,40.99,-0.40,-0.97,3710461,152976707,1454,
Banks,1120,Al Rajhi Bank,16/10/2017,41.17,41.56,40.97,41.46,0.47,1.15,5740064,236938954.4,1837,
Banks,1120,Al Rajhi Bank,17/10/2017,41.43,41.88,41.17,41.69,0.23,0.55,5535071,229646875.1,2178,
Banks,1120,Al Rajhi Bank,18/10/2017,41.75,41.88,41.30,41.58,-0.11,-0.26,3949619,164303255.9,1735,
Banks,1120,Al Rajhi Bank,19/10/2017,41.56,42.14,41.49,42.08,0.50,1.20,3503892,146962342.7,1655,
Banks,1120,Al Rajhi Bank,22/10/2017,42.27,42.60,41.82,42.03,-0.05,-0.12,4362771,183113103.6,1712,
Banks,1120,Al Rajhi Bank,23/10/2017,42.14,42.14,41.17,41.62,-0.41,-0.98,4803765,199028661.7,1868,
Banks,1120,Al Rajhi Bank,24/10/2017,41.62,42.27,41.17,41.95,0.33,0.79,8691218,362966395,2351,
Banks,1120,Al Rajhi Bank,25/10/2017,42.27,42.34,41.75,41.84,-0.11,-0.26,3318039,139248685.4,1470,
Banks,1120,Al Rajhi Bank,26/10/2017,41.75,42.01,41.49,41.99,0.15,0.36,4742057,198132957.4,1589,
Banks,1120,Al Rajhi Bank,29/10/2017,42.14,42.34,42.08,42.19,0.20,0.48,3708684,156668068.9,1712,
Banks,1120,Al Rajhi Bank,30/10/2017,42.34,42.47,41.82,41.93,-0.26,-0.62,3956328,166708435.1,1769,
Banks,1120,Al Rajhi Bank,31/10/2017,42.01,42.01,41.43,41.84,-0.09,-0.21,6178747,257669227.9,2056,
Banks,1120,Al Rajhi Bank,01/11/2017,41.95,42.21,41.82,42.15,0.31,0.74,3966645,166823005.1,1523,
Banks,1120,Al Rajhi Bank,02/11/2017,42.14,42.21,41.95,42.09,-0.06,-0.14,3438206,144815150.5,1555,
Banks,1120,Al Rajhi Bank,05/11/2017,41.95,42.27,41.17,42.18,0.09,0.21,6872725,287652143.2,2124,
Banks,1120,Al Rajhi Bank,06/11/2017,42.01,42.14,41.30,41.97,-0.21,-0.50,12628000,527580596.8,3252,
Banks,1120,Al Rajhi Bank,07/11/2017,41.88,42.08,40.32,41.57,-0.40,-0.95,13033408,540917233.6,3316,
Banks,1120,Al Rajhi Bank,08/11/2017,41.56,41.69,40.45,41.02,-0.55,-1.32,13960075,572543791.1,3851,
Banks,1120,Al Rajhi Bank,09/11/2017,40.97,41.30,40.71,41.23,0.21,0.51,6394239,262477713.9,1902,
Banks,1120,Al Rajhi Bank,12/11/2017,41.10,41.23,40.58,41.00,-0.23,-0.56,5423058,222180472.4,1599,
Banks,1120,Al Rajhi Bank,13/11/2017,40.97,41.17,40.78,41.09,0.09,0.22,5395557,221083173.1,1615,
Banks,1120,Al Rajhi Bank,14/11/2017,41.04,41.30,40.97,41.22,0.13,0.32,5569971,229346318.1,1439,
Banks,1120,Al Rajhi Bank,15/11/2017,41.17,41.23,40.78,40.85,-0.37,-0.90,4582815,188136233.7,1451,
Banks,1120,Al Rajhi Bank,16/11/2017,40.84,40.97,40.65,40.89,0.04,0.10,3828413,156450512.9,1441,
Banks,1120,Al Rajhi Bank,19/11/2017,40.91,41.56,40.84,41.42,0.53,1.30,7938746,326770242.2,1618,
Banks,1120,Al Rajhi Bank,20/11/2017,41.30,41.36,40.52,40.63,-0.79,-1.91,7076104,289882676.3,1763,
Banks,1120,Al Rajhi Bank,21/11/2017,40.58,40.91,40.19,40.77,0.14,0.34,3249668,131983956,1380,
Banks,1120,Al Rajhi Bank,22/11/2017,40.91,41.17,40.84,41.14,0.37,0.91,4751774,194927398.2,1275,
Banks,1120,Al Rajhi Bank,23/11/2017,41.10,41.56,41.10,41.53,0.39,0.95,5598734,231807303,1446,
Banks,1120,Al Rajhi Bank,26/11/2017,41.56,42.01,41.56,41.77,0.24,0.58,3638570,152268267.3,1461,
Banks,1120,Al Rajhi Bank,27/11/2017,41.75,42.21,41.36,41.54,-0.23,-0.55,7356252,307867703.7,2513,
Banks,1120,Al Rajhi Bank,28/11/2017,41.56,41.69,41.36,41.44,-0.10,-0.24,3928706,163436326,1447,
Banks,1120,Al Rajhi Bank,29/11/2017,41.56,41.69,41.30,41.37,-0.07,-0.17,4309588,178868623.9,1557,
Banks,1120,Al Rajhi Bank,30/11/2017,41.43,41.82,41.36,41.55,0.18,0.44,6025976,250231903.9,1567,
Banks,1120,Al Rajhi Bank,03/12/2017,41.75,42.21,41.75,41.93,0.38,0.91,6311078,264585921.2,1831,
Banks,1120,Al Rajhi Bank,04/12/2017,41.95,41.95,41.56,41.72,-0.21,-0.50,5935259,247598231.9,1786,
Banks,1120,Al Rajhi Bank,05/12/2017,41.62,41.62,41.43,41.51,-0.21,-0.50,3529255,146194180.3,1435,
Banks,1120,Al Rajhi Bank,06/12/2017,41.56,41.62,41.36,41.42,-0.09,-0.22,3412127,141742924.3,1264,
Banks,1120,Al Rajhi Bank,07/12/2017,41.49,41.56,41.30,41.47,0.05,0.12,3112070,128943391.2,1342,
Banks,1120,Al Rajhi Bank,10/12/2017,41.49,41.75,41.43,41.49,0.02,0.05,5852092,243400935.8,1608,
Banks,1120,Al Rajhi Bank,11/12/2017,41.49,41.62,41.23,41.26,-0.23,-0.55,4437215,184069373.3,1667,
Banks,1120,Al Rajhi Bank,12/12/2017,41.30,41.56,41.17,41.53,0.27,0.65,4637483,192147914.4,1619,
Banks,1120,Al Rajhi Bank,13/12/2017,41.62,41.62,41.30,41.40,-0.13,-0.31,2418782,100243851.6,1062,
Banks,1120,Al Rajhi Bank,14/12/2017,41.49,41.69,41.49,41.61,0.21,0.51,3482579,144869629.6,1254,
Banks,1120,Al Rajhi Bank,17/12/2017,41.62,41.95,41.49,41.70,0.09,0.22,3387766,141374136.9,1211,
Banks,1120,Al Rajhi Bank,18/12/2017,41.75,42.27,41.69,42.18,0.48,1.15,5002846,210465680.4,1746,
Banks,1120,Al Rajhi Bank,19/12/2017,42.27,42.40,42.01,42.12,-0.06,-0.14,5366876,226534538.2,1879,
Banks,1120,Al Rajhi Bank,20/12/2017,42.27,42.40,41.88,42.23,0.11,0.26,4097249,172753128.2,1334,
Banks,1120,Al Rajhi Bank,21/12/2017,42.14,42.27,41.88,42.01,-0.22,-0.52,4197018,176823896.7,1146,
Banks,1120,Al Rajhi Bank,24/12/2017,42.01,42.01,41.69,41.79,-0.22,-0.52,2668434,111682431.1,994,
Banks,1120,Al Rajhi Bank,25/12/2017,41.82,41.82,41.56,41.58,-0.21,-0.50,3307879,137991678.5,1061,
Banks,1120,Al Rajhi Bank,26/12/2017,41.62,41.88,41.56,41.79,0.21,0.51,3675577,153189149.1,1189,
Banks,1120,Al Rajhi Bank,27/12/2017,41.82,41.95,41.62,41.70,-0.09,-0.22,4485770,187633629.4,1546,
Banks,1120,Al Rajhi Bank,28/12/2017,41.82,42.01,41.69,41.91,0.21,0.50,3682970,154158022.5,1553,
Banks,1120,Al Rajhi Bank,31/12/2017,42.01,42.40,41.95,42.03,0.12,0.29,4642748,195841832.1,1699,
Banks,1120,Al Rajhi Bank,01/01/2018,42.01,42.40,41.69,42.29,0.26,0.62,4288243,180389325.8,1710,
Banks,1120,Al Rajhi Bank,02/01/2018,42.34,42.47,42.01,42.06,-0.23,-0.54,4006114,169122707.8,1530,
Banks,1120,Al Rajhi Bank,03/01/2018,42.01,43.12,42.01,42.89,0.83,1.97,6138528,261125490.1,2112,
Banks,1120,Al Rajhi Bank,04/01/2018,42.99,43.83,42.99,43.59,0.70,1.63,4628866,201394626.9,2353,
Banks,1120,Al Rajhi Bank,07/01/2018,43.90,44.42,43.51,44.13,0.54,1.24,4004212,176293662.9,1566,
Banks,1120,Al Rajhi Bank,08/01/2018,44.16,44.55,44.09,44.48,0.35,0.79,3925182,174116201.8,1608,
Banks,1120,Al Rajhi Bank,09/01/2018,44.48,44.55,43.90,44.00,-0.48,-1.08,5205749,230872664.7,1851,
Banks,1120,Al Rajhi Bank,10/01/2018,44.22,44.48,43.96,44.41,0.41,0.93,3729031,165163462.6,1266,
Banks,1120,Al Rajhi Bank,11/01/2018,44.35,44.48,44.16,44.42,0.01,0.02,2750803,122078839.2,1008,
Banks,1120,Al Rajhi Bank,14/01/2018,44.55,45.01,44.55,44.97,0.55,1.24,5205211,233146260.1,1367,
Banks,1120,Al Rajhi Bank,15/01/2018,45.01,45.14,44.81,44.87,-0.10,-0.22,2939554,132135394,1172,
Banks,1120,Al Rajhi Bank,16/01/2018,44.88,45.14,44.81,45.02,0.15,0.33,4017809,180715442.9,1331,
Banks,1120,Al Rajhi Bank,17/01/2018,45.01,45.27,44.88,45.19,0.17,0.38,3216484,145008538.1,1118,
Banks,1120,Al Rajhi Bank,18/01/2018,45.33,45.53,45.20,45.51,0.32,0.71,3716970,168920863.1,1391,
Banks,1120,Al Rajhi Bank,21/01/2018,45.53,45.79,45.40,45.70,0.19,0.42,3243152,147759875.3,1185,
Banks,1120,Al Rajhi Bank,22/01/2018,45.59,46.18,45.59,45.77,0.07,0.15,4273229,196656899.6,1578,
Banks,1120,Al Rajhi Bank,23/01/2018,45.66,46.05,45.66,45.98,0.21,0.46,3503506,160890630.8,1176,
Banks,1120,Al Rajhi Bank,24/01/2018,46.05,46.18,45.53,45.66,-0.32,-0.70,6305221,288610327.9,1183,
Banks,1120,Al Rajhi Bank,25/01/2018,45.72,46.11,45.59,46.03,0.37,0.81,5141408,235601201.4,2019,
Banks,1120,Al Rajhi Bank,28/01/2018,45.85,46.63,45.85,46.51,0.48,1.04,4261465,197555065.7,1199,
Banks,1120,Al Rajhi Bank,29/01/2018,46.44,47.02,46.44,46.96,0.45,0.97,4527705,211595535.9,1936,
Banks,1120,Al Rajhi Bank,30/01/2018,46.96,48.06,46.76,47.98,1.02,2.17,5934713,280505629.4,2272,
Banks,1120,Al Rajhi Bank,31/01/2018,48.00,49.43,47.87,48.44,0.46,0.96,7360520,358455774.5,3431,
Banks,1120,Al Rajhi Bank,01/02/2018,48.45,49.43,48.45,48.95,0.51,1.05,5108813,250366757.1,2573,
Banks,1120,Al Rajhi Bank,04/02/2018,48.78,48.91,48.00,48.65,-0.30,-0.61,5610685,271585721.7,2366,
Banks,1120,Al Rajhi Bank,05/02/2018,48.52,48.58,48.06,48.30,-0.35,-0.72,4006870,193774187.3,1780,
Banks,1120,Al Rajhi Bank,06/02/2018,47.35,47.67,46.83,47.24,-1.06,-2.19,5593890,264657704.5,2686,
Banks,1120,Al Rajhi Bank,07/02/2018,47.67,47.87,46.11,46.29,-0.95,-2.01,8682057,407778475.1,3246,
Banks,1120,Al Rajhi Bank,08/02/2018,46.24,46.57,45.59,46.17,-0.12,-0.26,7251188,334924653.5,2838,
Banks,1120,Al Rajhi Bank,11/02/2018,46.44,47.22,45.92,46.21,0.04,0.09,6243056,290828826,2320,
Banks,1120,Al Rajhi Bank,12/02/2018,46.44,47.28,46.44,47.14,0.93,2.01,4990717,234712234.8,1765,
Banks,1120,Al Rajhi Bank,13/02/2018,47.15,47.28,46.50,46.92,-0.22,-0.47,5149075,241931142.9,1818,
Banks,1120,Al Rajhi Bank,14/02/2018,46.83,47.15,46.70,46.76,-0.16,-0.34,2968106,139152877.5,1441,
